6.2864,6.6727,6.2275,6.3304,6.7333,7.1324,6.3649,6.0455,6.5891,6.4846,6.3474,6.7986,6.7746,6.2416,6.3607,6.5335,6.2775,6.8008,7.051,7.4405,6.5959,6.0589,6.8417,6.9808,6.5206,6.4446,6.8609,6.1563,6.0523,6.0615,6.825,6.3164,6.0359,6.1665,5.9748,6.7746,7.0449,6.543,6.5388,6.8789,6.0217,6.1656,6.4601,6.2908,6.7435,6.7334,6.4558,6.5075,5.7614,5.9058,6.1569,7.1701,6.0619,6.4736,5.9937,6.8028,6.525,6.9044,6.0122,6.6576,6.659,6.9287,6.3407,6.384,6.0912,5.7707,6.3932,6.0061,6.6152,6.3032,7.1641,6.7574,6.1428,6.5471,6.6073,6.7698,6.3116,7.2228,6.3383,6.3182,6.7001,6.959,6.8652,6.5825,5.9086,7.3441,6.1131,6.3555,6.4316,6.6693,6.5593,6.6965,6.7239,6.0029,6.722,7.1453,6.169,7.0644,6.0184,7.4521,6.6262,6.5496,6.82,7.1928,6.1658,6.3244,6.804,6.4129,6.4609,6.6542,6.106,6.1372,5.7127,6.43,6.5357,6.1048,6.8376,6.4569,6.5484,6.2208,6.0335,6.3065,6.262,6.5437,6.5466,5.5928,5.9074,5.9252,6.3042,6.9822,5.5926,6.3565,6.1097,6.1981,6.2817,5.6498,6.4527,7.2065
210.67,219.2,216.36,199.16,223.67,268.52,211.67,196.33,214.53,210.49,204.23,234.69,218.67,218.91,218.68,213.23,200.33,224.88,257.26,261.52,239.16,189.55,235.53,242.72,228.2,205.45,237.01,200.36,197.88,199.71,228.26,212.92,196.83,198.52,189.84,247.75,251.56,220.72,223.59,244.35,193.78,204.71,214.07,206.04,227.13,228.06,208.21,217.33,180.47,193.42,196.51,251.51,193.68,222.11,198.2,236.84,222.94,238.73,199.53,241.14,215.96,222.15,206.53,208.43,205.84,179.99,201.84,186.55,222.22,202.2,252.18,223.91,200.96,214.35,222.16,226.66,210.38,260.09,201.08,201.53,228.56,232.23,235.35,219.96,189.58,267.24,204.57,213.88,206.71,227.27,218.54,224.23,227.25,187.14,228.53,245.85,195.79,250.26,182.38,275.85,231.37,218.86,246.69,243.25,217,208.33,236.45,208.39,219.31,230.18,189.36,219.83,169.63,211.76,218.08,191.61,229.58,214.44,235.4,205.02,191.3,203.92,210.16,229.56,219.44,176.92,207.34,177.45,201.08,250.99,181.11,212.3,191.57,201.32,201.68,173.21,217.3,256.59
14.514,14.805,14.709,14.112,14.956,16.386,14.549,14.012,14.647,14.508,14.291,15.319,14.788,14.796,14.788,14.602,14.154,14.996,16.039,16.172,15.465,13.768,15.347,15.58,15.106,14.333,15.395,14.155,14.067,14.132,15.108,14.592,14.029,14.09,13.778,15.74,15.861,14.857,14.953,15.632,13.92,14.308,14.631,14.354,15.071,15.102,14.429,14.742,13.434,13.908,14.018,15.859,13.917,14.903,14.078,15.39,14.931,15.451,14.125,15.529,14.695,14.905,14.371,14.437,14.347,13.416,14.207,13.658,14.907,14.22,15.88,14.964,14.176,14.641,14.905,15.055,14.505,16.127,14.18,14.196,15.118,15.239,15.341,14.831,13.769,16.347,14.303,14.625,14.377,15.076,14.783,14.974,15.075,13.68,15.117,15.679,13.993,15.82,13.505,16.609,15.211,14.794,15.706,15.596,14.731,14.434,15.377,14.436,14.809,15.172,13.761,14.827,13.024,14.552,14.768,13.842,15.152,14.644,15.343,14.318,13.831,14.28,14.497,15.151,14.813,13.301,14.399,13.321,14.18,15.843,13.458,14.571,13.841,14.189,14.201,13.161,14.741,16.019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3355,2.7531,3.4338,2.9838,2.8716,3.1575,3.1382,3.1329,2.8292,2.8092,3.0402,2.9121,2.6916,3.4086,3.1994,2.8629,2.9186,2.7766,3.0208,2.6224,3.2314,3.0879,2.9039,2.9266,3.3326,2.8483,2.8327,3.1147,3.2347,3.205,2.8046,3.2335,3.2031,3.0047,3.1372,3.2482,2.9108,3.0063,3.0337,3.1458,3.162,3.2029,2.9501,3.0475,2.8854,2.8664,2.9329,3.032,3.2604,3.5762,3.0466,2.759,3.1549,3.0929,3.3669,2.8793,3.0198,2.8838,3.2879,3.2297,2.8345,2.6314,3.0971,3.0171,3.3738,3.2017,2.7824,3.0006,2.9658,3.123,2.7702,2.7826,3.191,2.9015,3.0153,2.8411,3.163,2.7611,2.8541,2.8828,3.0173,2.8046,2.9464,2.8814,3.272,2.7783,3.2968,3.0571,2.9175,2.9248,3.0476,2.9036,2.9257,3.0418,2.9275,2.6645,2.9654,2.8724,2.9133,2.9051,3.165,2.8987,3.149,2.6228,3.5424,3.0683,2.9313,3.07,3.1309,3.1858,2.968,3.4784,3.0511,3.1814,3.1723,3.0095,2.8723,3.1653,3.3391,3.1136,3.1114,3.0276,3.1962,3.2315,2.9747,3.4155,3.7272,2.9149,2.9783,2.9607,3.5137,3.186,2.9593,3.1396,2.9002,3.3374,3.2129,2.76
17.804,11.746,18.627,14.424,13.007,15.532,15.898,15.325,12.541,12.214,14.597,13.17,11.349,18.221,16.124,12.869,13.195,12.109,14.156,10.551,15.868,15.132,13.267,13.324,17.803,12.827,12.401,15.074,16.551,15.891,12.46,16.938,15.767,13.949,15.548,16.731,13.211,14.163,14.273,16.09,16.111,16.267,13.722,14.476,13.209,12.711,13.529,14.503,16.954,20.992,14.551,11.815,15.5,15.013,18.08,12.684,14.271,12.984,16.586,16.196,12.965,10.821,15.263,14.65,17.856,16.277,11.965,14.01,13.835,15.91,11.757,12.017,15.906,13.079,14.344,12.602,16.036,11.71,12.684,13.094,14.532,12.439,13.902,12.837,16.764,11.928,17.186,14.772,13.42,13.064,14.851,13.383,13.344,14.408,13.364,10.905,13.751,12.961,13.385,13.421,16.042,13.149,15.784,10.694,19.508,14.807,13.271,14.894,15.467,16.268,13.857,18.684,14.677,16.262,16.373,14.357,12.977,16.291,17.54,15.185,15.317,14.424,15.941,16.379,13.898,18.539,21.314,13.304,13.968,13.63,19.412,16.222,13.583,15.352,12.952,17.919,16.616,11.677
10199,8934.7,10928,8386.4,9605.9,13893,9664.4,8618.4,8890,8578.5,8873.3,10470,8703.7,11040,10347,8914,8275.3,9363.4,12464,11091,11952,8058.5,10497,11067,11488,8387.5,10336,8833.1,9003.8,9045.8,9671.7,10046,8844.8,8404.8,8205.9,12667,11614,9858,10143,12016,8529.3,9381.1,9240,9012.9,9877.2,9872.1,8811.1,9714.4,7904.7,9620.3,8392.7,11005,8503.8,10238,9394.6,10495,10052,10637,9266.4,12094,8995.4,8713.1,9192,9078.8,9963.4,7731.3,7978.7,7645.4,9824.8,8979.5,11094,9323.4,9090.3,9105.8,9984.5,9694.8,9652,11582,8138.2,8247.8,10426,9925.1,10638,9399.7,8540.6,12137,9646,9562.4,8670.8,10021,9846.2,9749.5,10023,7787.2,10114,10271,8124.2,11372,7175.6,13309,11138,9385.4,12201,9950.5,11324,9226.5,10658,9235.5,10168,11125,7734.3,11338,6740.7,9803.8,10216,7982,9991.3,9939.7,12060,9140.1,8232.4,8816.2,9738,11239,9669.7,8037.8,11128,6890.5,8492.3,11773,8564.2,9855.5,7846.6,8968,8306.3,7608,10292,11344
7.9013e+05,5.6436e+05,8.7199e+05,5.7215e+05,6.5075e+05,1.1198e+06,7.1232e+05,5.9069e+05,5.7719e+05,5.4115e+05,6.0884e+05,7.2535e+05,5.4269e+05,8.732e+05,7.7107e+05,5.851e+05,5.2954e+05,6.1234e+05,9.3688e+05,7.2158e+05,9.0766e+05,5.4369e+05,7.3599e+05,7.8501e+05,9.2711e+05,5.4142e+05,6.9662e+05,6.0512e+05,6.4808e+05,6.3381e+05,6.4917e+05,7.679e+05,6.108e+05,5.4974e+05,5.6033e+05,1.027e+06,8.3599e+05,6.8997e+05,7.1356e+05,9.607e+05,6.0495e+05,6.8168e+05,6.288e+05,6.1454e+05,6.8145e+05,6.611e+05,5.8646e+05,6.8504e+05,5.522e+05,7.8536e+05,5.6192e+05,7.4733e+05,5.8145e+05,7.4064e+05,7.1022e+05,7.1152e+05,7.0931e+05,7.4e+05,6.6031e+05,9.4175e+05,6.0466e+05,5.3404e+05,6.5101e+05,6.3643e+05,7.5654e+05,5.2731e+05,4.8745e+05,4.8756e+05,6.8321e+05,6.5047e+05,7.4771e+05,6.0251e+05,6.4235e+05,6.0096e+05,7.0794e+05,6.4742e+05,7.0976e+05,7.9219e+05,5.1288e+05,5.3183e+05,7.5912e+05,6.7084e+05,7.7003e+05,6.2107e+05,6.0247e+05,8.5187e+05,7.1922e+05,6.7576e+05,5.7342e+05,6.7482e+05,7.0933e+05,6.7292e+05,6.8912e+05,5.0458e+05,6.9792e+05,6.5912e+05,5.2713e+05,8.1179e+05,4.4523e+05,1.0212e+06,8.5872e+05,6.2986e+05,9.6054e+05,6.3278e+05,9.1862e+05,6.4267e+05,7.4195e+05,6.4679e+05,7.4392e+05,8.6188e+05,4.969e+05,9.0294e+05,4.2231e+05,7.2924e+05,7.7867e+05,5.2708e+05,6.8395e+05,7.4913e+05,9.7194e+05,6.3825e+05,5.6053e+05,5.9976e+05,7.041e+05,8.6309e+05,6.6924e+05,5.803e+05,9.1627e+05,4.1893e+05,5.6478e+05,8.5864e+05,6.3674e+05,7.3115e+05,4.9847e+05,6.2221e+05,5.2679e+05,5.3763e+05,7.8462e+05,7.6879e+05
7.1995,7.8395,7.1409,7.2301,7.8,8.067,6.8572,6.3084,7.4276,7.8388,7.6258,7.9116,7.8736,7.0059,7.1453,7.7372,7.2327,7.8615,8.6688,8.7933,7.3425,7.055,8.0949,8.3185,7.951,7.5332,7.8134,6.7921,6.8372,6.5572,7.9699,7.5678,7.0032,6.5901,6.7686,7.7824,8.3234,7.3189,7.3414,8.2818,6.7637,7.4209,7.4705,7.0155,7.74,7.7159,7.4528,7.5655,6.7111,6.7661,7.2082,8.6167,6.8342,7.3449,7.0897,7.9332,7.0864,7.7917,6.937,7.7726,7.6297,8.1683,7.2013,6.7118,7.0427,6.2413,7.5318,6.881,7.7164,7.1874,8.2938,7.8632,7.3473,7.792,8.3358,7.4755,7.2978,8.0023,6.7685,7.2443,7.5363,8.2594,7.8739,7.6194,6.4516,8.7753,6.9143,6.85,7.6889,7.5148,8.1538,7.7142,7.9355,7.0788,7.9702,8.1965,6.5609,7.9005,6.8374,9.2257,7.8661,7.426,8.1802,8.9731,7.2338,7.5831,8.0296,7.7533,7.8899,7.9534,6.9715,6.4914,6.5055,7.2285,7.5728,7.0062,7.8041,7.5388,7.7496,6.9895,7.2492,7.4853,7.24,7.4683,7.346,6.0238,6.7114,6.8091,7.0629,8.5844,5.8916,7.5943,7.1135,7.3219,7.0508,6.5764,8.0559,8.4633
221.97,228.31,229.05,201.34,227.49,256.87,196.98,179.13,215.97,239.97,207.55,248.71,223.37,221.3,206.11,224.77,193.71,219.6,289.27,261.03,238.1,188.17,255.85,254.91,262.86,212.74,240.53,188.5,194.19,177.46,245.54,238.54,204.51,169.33,185.98,227.78,259.17,214.76,226.05,268.12,203.92,231.78,232.62,202.53,232.82,228.84,200.69,233.35,187.99,201.28,206.4,280.1,180.69,206.79,219.87,245.62,213.45,240.07,198.83,259.85,214.58,221.05,193.21,192.81,212.65,172.51,210.17,188.29,234.4,191.67,260.56,230.93,220.41,232.75,269.49,206.76,244.81,241.32,168.82,205.71,223.39,251.74,231.44,223.11,175.98,280.11,214.52,189.66,219.87,229.06,259,233.15,232.77,202.3,225.25,245.91,162.1,247.48,175.6,321.48,268.97,202.81,269.33,281.73,216.88,224.1,249.7,223.18,244.2,251.57,181.23,182.32,170.41,207.93,227.21,188.23,233.65,246.06,238.53,194.42,214.65,207.93,202.98,229.59,203.7,161.34,186.99,176.56,190.54,270.83,162.8,222.26,203.78,212.48,199.22,192.02,256.52,254.14
